Time,INPUT PID,OUTPUT PID,ERROR,ERROR INTEGRAL,ERROR DERIVATIVO
953,10.000001,50.000080,-0.000001,-25.000011,0.000000
954,10.000001,50.000080,-0.000001,-25.000011,0.000000
955,10.000001,50.000080,-0.000001,-25.000011,0.000000
956,10.000001,50.000080,-0.000001,-25.000011,0.000000
957,10.000001,50.000080,-0.000001,-25.000011,0.000000
958,10.000001,50.000080,-0.000001,-25.000011,0.000000
959,10.000001,50.000080,-0.000001,-25.000011,0.000000
960,10.000001,50.000080,-0.000001,-25.000011,0.000000
961,10.000001,50.000080,-0.000001,-25.000011,0.000000
962,10.000001,50.000080,-0.000001,-25.000011,0.000000
963,10.000001,50.000080,-0.000001,-25.000011,0.000000
964,10.000001,50.000080,-0.000001,-25.000011,0.000000
965,10.000001,50.000080,-0.000001,-25.000011,0.000000
966,10.000001,50.000080,-0.000001,-25.000011,0.000000
967,10.000001,50.000080,-0.000001,-25.000011,0.000000
968,10.000001,50.000080,-0.000001,-25.000011,0.000000
969,10.000001,50.000080,-0.000001,-25.000011,0.000000
970,10.000001,50.000080,-0.000001,-25.000011,0.000000
971,10.000001,50.000080,-0.000001,-25.000011,0.000000
972,10.000001,50.000080,-0.000001,-25.000011,0.000000
973,10.000001,50.000080,-0.000001,-25.000011,0.000000
974,10.000001,50.000080,-0.000001,-25.000011,0.000000
975,10.000001,50.000080,-0.000001,-25.000011,0.000000
976,10.000001,50.000080,-0.000001,-25.000011,0.000000
977,10.000001,50.000080,-0.000001,-25.000011,0.000000
978,10.000001,50.000080,-0.000001,-25.000011,0.000000
979,10.000001,50.000080,-0.000001,-25.000011,0.000000
980,10.000001,50.000080,-0.000001,-25.000011,0.000000
981,10.000001,50.000080,-0.000001,-25.000011,0.000000
982,10.000001,50.000080,-0.000001,-25.000011,0.000000
983,10.000001,50.000080,-0.000001,-25.000011,0.000000
984,10.000001,50.000080,-0.000001,-25.000011,0.000000
985,10.000001,50.000080,-0.000001,-25.000011,0.000000
986,10.000001,50.000080,-0.000001,-25.000011,0.000000
987,10.000001,50.000080,-0.000001,-25.000011,0.000000
988,10.000001,50.000080,-0.000001,-25.000011,0.000000
989,10.000001,50.000080,-0.000001,-25.000011,0.000000
990,10.000001,50.000080,-0.000001,-25.000011,0.000000
991,10.000001,50.000080,-0.000001,-25.000011,0.000000
992,10.000001,50.000080,-0.000001,-25.000011,0.000000
993,10.000001,50.000080,-0.000001,-25.000011,0.000000
994,10.000001,50.000080,-0.000001,-25.000011,0.000000
995,10.000001,50.000080,-0.000001,-25.000011,0.000000
996,10.000001,50.000080,-0.000001,-25.000011,0.000000
997,10.000001,50.000080,-0.000001,-25.000011,0.000000
998,10.000001,50.000080,-0.000001,-25.000011,0.000000
999,10.000001,50.000080,-0.000001,-25.000011,0.000000
